%ArduinoTime [ms]	Reference Position [rad]	Measured Position [rad]	Actual Current [A]	Proportional Gain [Kp]	Derivative Gain [Kd]	Integral Gain [Ki]	%9/16/20259:37 AM
0.000	0.000	0.000	0.000	0.000	0.000	0.000
4055720.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055720.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055720.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055750.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055750.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055750.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055780.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055780.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055780.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055810.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055810.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055810.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055840.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055840.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055840.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055870.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055870.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055870.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055900.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055900.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055900.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055930.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055930.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055930.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055960.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055960.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055960.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055990.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055990.000	0.000	-0.010	0.000	200.000	0.000	0.000
4055990.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056020.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056020.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056020.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056050.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056050.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056050.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056080.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056080.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056080.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056110.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056110.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056110.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056140.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056140.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056140.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056170.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056170.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056170.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056200.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056200.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056200.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056230.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056230.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056230.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056260.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056260.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056260.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056290.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056290.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056290.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056320.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056320.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056320.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056350.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056350.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056350.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056380.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056380.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056380.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056410.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056410.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056410.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056440.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056440.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056440.000	0.000	-0.010	0.000	200.000	0.000	0.000
4056470.000	0.000	-0.010	0.000	200.000	0.000	0.000
