%Time [ms]	Commanded Torque [mNm]	Angular Velocity [RPM]	Actual Current [Amp]	%9/16/20259:13 AM
0.000	0.000	0.000	0.000
20.000	20.000	31.250	0.009
30.000	20.000	31.250	0.007
40.000	20.000	31.250	0.007
50.000	20.000	5.859	0.006
60.000	20.000	5.859	0.007
70.000	20.000	5.859	0.009
80.000	20.000	17.578	0.006
90.000	20.000	17.578	0.004
100.000	20.000	17.578	0.004
110.000	20.000	9.766	0.006
120.000	20.000	9.766	0.007
130.000	20.000	9.766	0.007
140.000	20.000	21.484	0.006
150.000	20.000	21.484	0.004
160.000	20.000	21.484	0.007
170.000	20.000	11.719	-0.005
180.000	20.000	11.719	0.006
190.000	20.000	11.719	0.007
200.000	20.000	17.578	0.008
210.000	20.000	17.578	0.006
220.000	20.000	17.578	0.004
230.000	20.000	21.484	0.008
240.000	20.000	21.484	0.004
250.000	20.000	21.484	0.004
260.000	20.000	21.484	0.007
270.000	20.000	21.484	0.008
280.000	20.000	21.484	0.003
290.000	20.000	19.531	0.003
300.000	20.000	19.531	0.007
310.000	20.000	19.531	0.006
320.000	20.000	19.531	0.006
330.000	20.000	19.531	0.006
340.000	20.000	19.531	0.006
350.000	20.000	29.297	0.007
360.000	20.000	29.297	0.006
370.000	20.000	29.297	0.004
380.000	20.000	3.906	0.004
390.000	20.000	3.906	0.006
400.000	20.000	3.906	0.006
410.000	20.000	13.672	0.004
420.000	20.000	13.672	0.002
430.000	20.000	13.672	0.004
440.000	20.000	17.578	0.007
450.000	20.000	17.578	0.007
460.000	20.000	17.578	0.006
470.000	20.000	15.625	0.008
480.000	20.000	15.625	0.004
490.000	20.000	15.625	0.004
500.000	20.000	31.250	0.009
510.000	20.000	31.250	0.006
520.000	20.000	31.250	0.003
530.000	20.000	17.578	0.004
540.000	20.000	17.578	0.006
550.000	20.000	17.578	0.006
560.000	20.000	27.344	0.006
570.000	20.000	27.344	0.006
580.000	20.000	27.344	0.007
590.000	20.000	23.437	0.006
600.000	20.000	23.437	0.004
610.000	20.000	23.437	0.007
620.000	20.000	23.437	0.007
630.000	20.000	23.437	0.006
640.000	20.000	23.437	0.004
650.000	20.000	19.531	0.004
660.000	20.000	19.531	0.006
670.000	20.000	19.531	0.006
680.000	20.000	27.344	0.006
690.000	20.000	27.344	0.006
700.000	20.000	27.344	0.007
710.000	20.000	29.297	0.007
720.000	20.000	29.297	0.004
730.000	20.000	29.297	0.007
740.000	20.000	23.437	0.007
750.000	20.000	23.437	0.006
760.000	20.000	23.437	0.006
770.000	20.000	11.719	0.006
780.000	20.000	11.719	0.007
790.000	20.000	11.719	0.007
800.000	20.000	7.812	0.007
810.000	20.000	7.812	0.006
820.000	20.000	7.812	0.006
830.000	20.000	27.344	0.006
840.000	20.000	27.344	0.007
850.000	20.000	27.344	0.004
860.000	20.000	13.672	0.004
870.000	20.000	13.672	0.003
880.000	20.000	13.672	0.006
890.000	20.000	9.766	0.004
900.000	20.000	9.766	0.007
910.000	20.000	9.766	0.006
920.000	20.000	21.484	0.008
930.000	20.000	21.484	0.008
940.000	20.000	21.484	0.006
950.000	20.000	17.578	0.006
960.000	20.000	17.578	0.006
970.000	20.000	17.578	0.031
980.000	20.000	15.625	0.004
990.000	20.000	15.625	0.007
1000.000	20.000	15.625	0.007
1010.000	20.000	5.859	0.006
1020.000	20.000	5.859	0.003
1030.000	20.000	5.859	0.006
1040.000	20.000	17.578	0.008
1050.000	20.000	17.578	0.009
1060.000	20.000	17.578	0.008
1070.000	20.000	15.625	0.008
1080.000	20.000	15.625	0.003
1090.000	20.000	15.625	0.006
1100.000	20.000	15.625	0.004
1110.000	20.000	15.625	0.004
1120.000	20.000	15.625	0.009
1130.000	20.000	37.109	0.007
1140.000	20.000	37.109	0.007
