%ArduinoTime [ms]	Reference Position [rad]	Measured Position [rad]	Actual Current [A]	Proportional Gain [Kp]	Derivative Gain [Kd]	Integral Gain [Ki]	%9/16/20259:46 AM
0.000	0.000	0.000	0.000	0.000	0.000	0.000
4589165.000	0.000	3.078	0.000	50.000	15.000	0.000
4589165.000	0.000	3.078	0.000	50.000	15.000	0.000
4589195.000	0.000	3.078	0.000	50.000	15.000	0.000
4589195.000	0.000	3.078	0.000	50.000	15.000	0.000
4589195.000	0.000	3.078	0.000	50.000	15.000	0.000
4589225.000	0.000	3.078	0.000	50.000	15.000	0.000
4589225.000	0.000	3.078	0.000	50.000	15.000	0.000
4589225.000	0.000	3.078	0.000	50.000	15.000	0.000
4589255.000	0.000	3.078	0.000	50.000	15.000	0.000
4589255.000	0.000	3.078	0.000	50.000	15.000	0.000
4589255.000	0.000	3.078	0.000	50.000	15.000	0.000
4589285.000	0.000	3.078	0.000	50.000	15.000	0.000
4589285.000	0.000	3.078	0.000	50.000	15.000	0.000
4589285.000	0.000	3.078	0.000	50.000	15.000	0.000
4589315.000	0.000	3.078	0.000	50.000	15.000	0.000
4589315.000	0.000	3.078	0.000	50.000	15.000	0.000
4589315.000	0.000	3.078	0.000	50.000	15.000	0.000
4589345.000	0.000	3.078	0.000	50.000	15.000	0.000
4589345.000	0.000	3.078	0.000	50.000	15.000	0.000
4589345.000	0.000	3.078	0.000	50.000	15.000	0.000
4589375.000	0.000	3.078	0.000	50.000	15.000	0.000
4589375.000	0.000	3.078	0.000	50.000	15.000	0.000
4589375.000	0.000	3.078	0.000	50.000	15.000	0.000
4589405.000	0.000	3.078	0.000	50.000	15.000	0.000
4589405.000	0.000	3.078	0.000	50.000	15.000	0.000
4589405.000	0.000	3.078	0.000	50.000	15.000	0.000
4589435.000	0.000	3.078	0.000	50.000	15.000	0.000
4589435.000	0.000	3.078	0.000	50.000	15.000	0.000
4589435.000	0.000	3.078	0.000	50.000	15.000	0.000
4589465.000	0.000	3.078	0.000	50.000	15.000	0.000
4589465.000	0.000	3.078	0.000	50.000	15.000	0.000
4589465.000	0.000	3.078	0.000	50.000	15.000	0.000
4589495.000	0.000	3.078	0.000	50.000	15.000	0.000
4589495.000	0.000	3.078	0.000	50.000	15.000	0.000
4589495.000	0.000	3.078	0.000	50.000	15.000	0.000
4589525.000	0.000	3.078	0.000	50.000	15.000	0.000
4589525.000	0.000	3.078	0.000	50.000	15.000	0.000
4589525.000	0.000	3.078	0.000	50.000	15.000	0.000
4589555.000	0.000	3.078	0.000	50.000	15.000	0.000
4589555.000	0.000	3.078	0.000	50.000	15.000	0.000
4589555.000	0.000	3.078	0.000	50.000	15.000	0.000
4589585.000	0.000	3.078	0.000	50.000	15.000	0.000
4589585.000	0.000	3.078	0.000	50.000	15.000	0.000
4589585.000	0.000	3.078	0.000	50.000	15.000	0.000
4589615.000	0.000	3.078	0.000	50.000	15.000	0.000
4589615.000	0.000	3.078	0.000	50.000	15.000	0.000
4589615.000	0.000	3.078	0.000	50.000	15.000	0.000
4589645.000	0.000	3.078	0.000	50.000	15.000	0.000
4589645.000	0.000	3.078	0.000	50.000	15.000	0.000
4589645.000	0.000	3.078	0.000	50.000	15.000	0.000
4589675.000	0.000	3.078	0.000	50.000	15.000	0.000
4589675.000	0.000	3.078	0.000	50.000	15.000	0.000
4589675.000	0.000	3.078	0.000	50.000	15.000	0.000
4589705.000	0.000	3.078	0.000	50.000	15.000	0.000
4589705.000	0.000	3.078	0.000	50.000	15.000	0.000
4589705.000	0.000	3.078	0.000	50.000	15.000	0.000
4589735.000	0.000	3.078	0.000	50.000	15.000	0.000
4589735.000	0.000	3.078	0.000	50.000	15.000	0.000
4589735.000	0.000	3.078	0.000	50.000	15.000	0.000
4589765.000	0.000	3.078	0.000	50.000	15.000	0.000
4589765.000	0.000	3.078	0.000	50.000	15.000	0.000
4589765.000	0.000	3.078	0.000	50.000	15.000	0.000
4589795.000	0.000	3.078	0.000	50.000	15.000	0.000
4589795.000	0.000	3.078	0.000	50.000	15.000	0.000
4589795.000	0.000	3.078	0.000	50.000	15.000	0.000
4589825.000	0.000	3.078	0.000	50.000	15.000	0.000
4589825.000	0.000	3.078	0.000	50.000	15.000	0.000
4589825.000	0.000	3.078	0.000	50.000	15.000	0.000
4589855.000	0.000	3.078	0.000	50.000	15.000	0.000
4589855.000	0.000	3.078	0.000	50.000	15.000	0.000
4589855.000	0.000	3.078	0.000	50.000	15.000	0.000
4589885.000	0.000	3.078	0.000	50.000	15.000	0.000
4589885.000	0.000	3.078	0.000	50.000	15.000	0.000
4589885.000	0.000	3.078	0.000	50.000	15.000	0.000
4589915.000	0.000	3.078	0.000	50.000	15.000	0.000
4589915.000	0.000	3.078	0.000	50.000	15.000	0.000
4589915.000	0.000	3.078	0.000	50.000	15.000	0.000
4589945.000	0.000	3.078	0.000	50.000	15.000	0.000
4589945.000	0.000	3.078	0.000	50.000	15.000	0.000
4589945.000	0.000	3.078	0.000	50.000	15.000	0.000
4589975.000	0.000	3.078	0.000	50.000	15.000	0.000
4589975.000	0.000	3.078	0.000	50.000	15.000	0.000
4589975.000	0.000	3.078	0.000	50.000	15.000	0.000
4590005.000	0.000	3.078	0.000	50.000	15.000	0.000
4590005.000	0.000	3.078	0.000	50.000	15.000	0.000
4590005.000	0.000	3.078	0.000	50.000	15.000	0.000
4590035.000	0.000	3.078	0.000	50.000	15.000	0.000
4590035.000	0.000	3.078	0.000	50.000	15.000	0.000
4590035.000	0.000	3.078	0.000	50.000	15.000	0.000
