%Time [ms]	Commanded Torque [mNm]	Angular Velocity [RPM]	Actual Current [Amp]	%10/7/202510:09 AM
0.000	0.000	0.000	0.000
20.000	10.000	11.719	0.002
30.000	10.000	21.484	0.000
40.000	10.000	21.484	0.000
50.000	10.000	21.484	0.000
60.000	10.000	33.203	0.000
70.000	10.000	33.203	0.000
80.000	10.000	33.203	0.000
90.000	10.000	27.344	0.004
100.000	10.000	27.344	0.004
110.000	10.000	27.344	0.004
120.000	10.000	15.625	-0.004
130.000	10.000	15.625	-0.004
140.000	10.000	15.625	-0.004
150.000	10.000	25.391	0.011
160.000	10.000	25.391	0.011
170.000	10.000	25.391	0.011
180.000	10.000	5.859	0.007
190.000	10.000	5.859	0.007
200.000	10.000	5.859	0.007
210.000	10.000	23.437	0.002
220.000	10.000	23.437	0.002
230.000	10.000	23.437	0.002
240.000	10.000	15.625	0.004
250.000	10.000	15.625	0.004
260.000	10.000	15.625	0.004
270.000	10.000	23.437	0.007
280.000	10.000	23.437	0.007
290.000	10.000	23.437	0.007
300.000	10.000	15.625	0.009
310.000	10.000	15.625	0.009
320.000	10.000	15.625	0.009
330.000	10.000	15.625	-0.001
340.000	10.000	15.625	-0.001
350.000	10.000	15.625	-0.001
360.000	10.000	21.484	-0.005
370.000	10.000	21.484	-0.005
380.000	10.000	21.484	-0.005
390.000	10.000	37.109	0.008
400.000	10.000	37.109	0.008
410.000	10.000	37.109	0.008
420.000	10.000	29.297	0.008
430.000	10.000	29.297	0.008
440.000	10.000	29.297	0.008
450.000	10.000	21.484	0.006
460.000	10.000	21.484	0.006
470.000	10.000	21.484	0.006
480.000	10.000	17.578	0.006
490.000	10.000	17.578	0.006
500.000	10.000	17.578	0.006
510.000	10.000	25.391	0.008
520.000	10.000	25.391	0.008
530.000	10.000	25.391	0.008
540.000	10.000	25.391	-0.005
550.000	10.000	25.391	-0.005
560.000	10.000	25.391	-0.005
570.000	10.000	21.484	0.002
580.000	10.000	21.484	0.002
590.000	10.000	21.484	0.002
600.000	10.000	19.531	0.000
610.000	10.000	19.531	0.000
620.000	10.000	19.531	0.000
630.000	10.000	27.344	-0.005
640.000	10.000	27.344	-0.005
650.000	10.000	27.344	-0.005
660.000	10.000	21.484	0.013
670.000	10.000	21.484	0.013
680.000	10.000	21.484	0.013
690.000	10.000	21.484	0.006
700.000	10.000	21.484	0.006
710.000	10.000	21.484	0.006
720.000	10.000	3.906	0.002
730.000	10.000	3.906	0.002
740.000	10.000	3.906	0.002
750.000	10.000	15.625	-0.005
760.000	10.000	15.625	-0.005
770.000	10.000	15.625	-0.005
780.000	10.000	9.766	0.011
790.000	10.000	9.766	0.011
800.000	10.000	9.766	0.011
810.000	10.000	13.672	-0.002
820.000	10.000	13.672	-0.002
830.000	10.000	13.672	-0.002
840.000	10.000	19.531	-0.001
850.000	10.000	19.531	-0.001
860.000	10.000	19.531	-0.001
870.000	10.000	15.625	0.012
880.000	10.000	15.625	0.012
890.000	10.000	15.625	0.012
900.000	10.000	19.531	0.003
910.000	10.000	19.531	0.003
920.000	10.000	19.531	0.003
930.000	10.000	3.906	0.002
940.000	10.000	3.906	0.002
950.000	10.000	3.906	0.002
960.000	10.000	27.344	-0.006
970.000	10.000	27.344	-0.006
980.000	10.000	27.344	-0.006
990.000	10.000	11.719	-0.003
1000.000	10.000	11.719	-0.003
1010.000	10.000	11.719	-0.003
1020.000	10.000	15.625	0.013
1030.000	10.000	15.625	0.013
1040.000	10.000	15.625	0.013
1050.000	10.000	15.625	-0.001
1060.000	10.000	15.625	-0.001
1070.000	10.000	15.625	-0.001
1080.000	10.000	23.437	0.013
1090.000	10.000	23.437	0.013
1100.000	10.000	23.437	0.013
1110.000	10.000	29.297	0.007
1120.000	10.000	29.297	0.007
1130.000	10.000	29.297	0.007
1140.000	10.000	13.672	0.001
1150.000	10.000	13.672	0.001
1160.000	10.000	13.672	0.001
1170.000	10.000	23.437	0.005
1180.000	10.000	23.437	0.005
1190.000	10.000	23.437	0.005
1200.000	10.000	25.391	0.007
1210.000	10.000	25.391	0.007
1220.000	10.000	25.391	0.007
1230.000	10.000	27.344	0.006
1240.000	10.000	27.344	0.006
1250.000	10.000	27.344	0.006
1260.000	10.000	13.672	-0.002
1270.000	10.000	13.672	-0.002
1280.000	10.000	13.672	-0.002
1290.000	10.000	11.719	0.009
1300.000	10.000	11.719	0.009
1310.000	10.000	11.719	0.009
1320.000	10.000	27.344	0.008
1330.000	10.000	27.344	0.008
1340.000	10.000	27.344	0.008
1350.000	10.000	9.766	0.002
1360.000	10.000	9.766	0.002
1370.000	10.000	9.766	0.002
1380.000	10.000	29.297	0.006
1390.000	10.000	29.297	0.006
1400.000	10.000	29.297	0.006
1410.000	10.000	7.812	-0.003
1420.000	10.000	7.812	-0.003
1430.000	10.000	7.812	-0.003
1440.000	10.000	25.391	-0.004
